"id","female","age","cohort","race","latinx","ethnic","educate","childs","marital","sei","occprest","attend","relig","fund","owngun","legalmarij","cappunish","partyaff","polviews","spanking","lifesatis","volunteer","confidence","civliberty","watchtv","pincome","fincome"
2034,"female",25,1993,"White","no","White",14,0,1,77.3,52,0,6,"liberal","no","yes","no",1,1,3,80.66,3,1,0,0,130,120
2035,"female",62,1956,"other","no","Other",14,2,1,56.8,44,0,6,"liberal","no","yes","no",1,1,NA,74,3,0,9,NA,160,120
2036,"female",33,1985,"White","no","White",12,1,4,35.8,32,0,6,"liberal","no","yes","no",3,2,3,NA,1,1,0,2,160,120
2037,"male",37,1981,"White","no","White",14,1,4,87.9,60,2,6,"liberal","no",NA,"yes",2,3,3,NA,1,0,12,3,150,120
2038,"male",36,1982,"White","no","White",9,0,3,46,49,0,1,"moderate","no","yes","yes",7,6,NA,62.45,1,8,6,NA,160,120
2039,"male",41,1977,"White","yes","Latinx",10,0,3,19.2,35,0,6,"liberal","no",NA,"no",4,4,2,NA,1,0,10,0,0,110
2040,"female",61,1957,"other","no","Other",12,4,3,68.6,53,3,5,"none","no","yes","yes",1,2,1,NA,1,0,0,2,200,120
2041,"male",71,1947,"White","no","White",19,1,1,84,73,2,2,"moderate","yes",NA,"yes",7,7,1,NA,1,0,12,2,220,130
2042,"male",53,1965,"White","no","White",20,0,1,80.9,61,0,5,"none","no","yes","no",1,2,4,NA,1,9,0,0,200,130
2043,"male",44,1974,"other","no","Other",12,2,3,18.6,37,2,2,"moderate","no",NA,"no",3,4,3,NA,1,3,12,3,160,120
2044,"male",50,1968,"other","yes","Latinx",14,2,3,39.2,45,7,1,"moderate","no","no","no",4,4,NA,71.52,3,0,7,NA,190,120
2045,"male",75,1943,"White","no","White",11,3,3,31.6,35,0,5,"none","no","yes","no",2,2,2,61.25,1,0,0,7,0,100
2046,"female",69,1949,"other","no","Other",16,2,2,30,53,7,1,"liberal","yes","yes","yes",6,5,NA,78.17,4,1,9,NA,0,120
2047,"female",63,1955,"White","no","White",18,3,1,52.82,48,2,1,"fundamentalist","yes",NA,"yes",6,6,1,NA,1,0,12,4,0,120
2048,"female",80,1938,"other","yes","Latinx",12,2,2,56.9,49,5,6,"liberal","no","yes","no",1,1,2,89.58,1,1,0,6,0,90
2049,"male",66,1952,"White","yes","Latinx",12,3,1,28.5,26,7,1,"moderate","yes",NA,"no",4,4,2,NA,1,1,4,3,50,120
2050,"male",35,1983,"White","no","White",12,0,3,27.2,41,0,6,"liberal","yes",NA,"yes",6,6,1,NA,1,0,11,0,180,120
2051,"male",44,1974,"White","no","White",12,0,1,59.9,42,7,1,"fundamentalist","yes","yes","no",4,5,NA,68.41,2,0,12,NA,180,120
2052,"female",81,1937,"White","no","White",12,6,2,12.6,25,0,6,"liberal","no",NA,"yes",3,2,2,NA,1,0,5,3,0,90
2053,"male",76,1942,"White","no","White",14,4,1,73.5,58,7,1,"moderate","yes","no","yes",7,6,NA,92.24,1,4,11,NA,0,120
2054,"female",34,1984,"White","no","White",12,2,1,23.8,25,0,6,"liberal","yes","yes","yes",4,4,NA,82.91,1,0,6,NA,0,120
2055,"male",18,2000,"White","no","White",8,0,4,13.6,33,0,6,"liberal","no",NA,"yes",7,7,1,NA,1,0,11,2,40,120
2056,"male",36,1982,"White","no","White",12,0,4,13.6,33,0,6,"liberal","no","yes","no",3,2,NA,49.76,1,3,10,NA,150,120
2057,"female",70,1948,"White","no","White",14,1,3,64.5,48,0,1,"moderate","no","no","yes",7,6,2,63.54,1,6,0,2,0,100
2058,"female",41,1977,"White","no","White",11,3,1,37.6,31,0,6,"liberal","yes","yes","yes",4,4,NA,71.97,1,2,8,NA,0,120
2059,"female",34,1984,"White","yes","Latinx",12,3,1,68.6,50,8,1,"fundamentalist","no","no","yes",5,7,2,NA,1,3,0,3,0,110
2060,"male",57,1961,"White","no","White",12,0,3,23.3,25,0,6,"liberal","yes",NA,"yes",6,5,2,NA,1,1,12,6,0,120
2061,"female",30,1988,"White","no","White",14,3,4,14.6,24,2,1,"moderate","yes","yes","yes",3,4,NA,68.92,2,2,7,NA,0,110
2062,"female",56,1962,"White","yes","Latinx",14,3,3,35.8,32,3,6,"none","no","no","yes",4,4,2,NA,1,0,0,3,170,120
2063,"female",53,1965,"White","yes","Latinx",12,2,4,39.7,31,2,2,"moderate","no",NA,"no",1,5,2,NA,1,0,2,1,120,120
2064,"female",54,1964,"White","no","White",18,3,1,59.1,38,7,2,"moderate","no","no","yes",6,6,2,88.32,3,6,0,1,40,120
2065,"female",70,1948,"White","no","White",14,0,2,76.3,60,0,1,"moderate","no","yes","yes",4,4,1,NA,1,2,0,5,0,120
2066,"male",37,1981,"other","yes","Latinx",12,0,4,46,49,4,6,"liberal","yes","yes","yes",5,4,NA,80.48,2,0,11,NA,30,30
2067,"male",59,1959,"other","yes","Latinx",9,6,1,18.6,37,6,1,"fundamentalist","no","yes","yes",5,4,3,91.37,4,8,0,4,0,40
2068,"female",51,1967,"White","yes","Latinx",10,2,3,33.2,37,5,1,"fundamentalist","no","no","yes",3,7,3,NA,1,10,0,2,130,110
2069,"female",52,1966,"White","no","White",14,2,1,46.6,69,1,1,"none","yes","yes","no",5,4,NA,78.77,1,1,11,NA,190,120
2070,"female",53,1965,"White","no","White",15,3,3,23.3,27,4,1,"moderate","no","yes","yes",3,7,1,71.23,3,0,0,3,0,90
2071,"female",60,1958,"White","yes","Latinx",11,3,3,27,38,0,1,"fundamentalist","no","yes","yes",5,5,NA,78.7,1,3,11,NA,0,100
2072,"female",18,2000,"White","no","White",11,0,4,59.4,65,0,5,"none","no","no","yes",2,3,4,NA,1,6,0,1,0,100
2073,"female",33,1985,"White","no","White",9,3,1,14,21,4,1,"moderate","no",NA,"yes",3,1,1,NA,1,1,9,8,0,110
2074,"male",22,1996,"White","yes","Latinx",12,0,4,23.3,25,0,6,"liberal","no","yes","yes",5,6,1,NA,1,2,0,8,120,110
2075,"female",53,1965,"White","yes","Latinx",12,6,3,38.2,32,2,2,"moderate","no",NA,"yes",5,4,1,NA,1,1,6,2,90,110
2076,"female",66,1952,"White","no","White",12,2,2,39.7,31,0,6,"liberal","no","no","yes",2,3,NA,75.96,1,0,7,NA,160,120
2077,"male",28,1990,"White","no","White",18,0,4,62.9,54,7,1,"moderate","no","yes","no",3,3,2,69.94,3,0,0,3,190,120
2078,"female",27,1991,"White","no","White",12,2,1,12.6,25,1,6,"liberal","yes",NA,"no",4,4,2,NA,1,0,12,3,0,120
2079,"male",89,1929,"White","no","White",12,2,2,14,27,3,6,"liberal","yes","no","yes",4,4,NA,61.72,2,1,5,NA,0,100
2080,"male",26,1992,"AfricanAmerican","no","AfricanAmerican",12,2,1,23.3,25,7,1,"moderate","no","yes","no",3,2,1,81.29,3,2,0,4,140,120
2081,"female",28,1990,"White","no","White",14,0,1,21.8,35,0,1,"fundamentalist","yes",NA,"yes",4,4,2,NA,1,1,12,4,90,90
2082,"female",66,1952,"White","no","White",14,2,1,53.19,48,2,2,"moderate","no","yes","yes",7,6,2,NA,1,0,0,2,100,120
2083,"male",59,1959,"White","no","White",14,2,1,34.7,34,7,1,"moderate","yes",NA,"yes",4,6,2,NA,1,2,8,1,130,120
2084,"male",80,1938,"White","no","White",16,4,1,79.4,65,7,2,"moderate","no","yes","yes",7,6,2,77.96,2,7,0,3,0,120
2085,"female",75,1943,"White","no","White",12,3,1,39.7,31,3,1,"moderate","yes",NA,"yes",6,6,4,NA,1,2,6,1,40,110
2086,"female",73,1945,"White","no","White",12,2,1,21.6,28,3,1,"fundamentalist","no","yes","yes",6,4,2,NA,1,0,0,3,0,120
2087,"male",64,1954,"White","no","White",12,5,1,27.2,41,6,1,"liberal","no","no","yes",6,4,1,68.89,3,3,0,1,170,120
2088,"male",36,1982,"other","yes","Latinx",14,3,1,36.4,45,5,1,"fundamentalist","yes","yes","yes",7,6,NA,66.18,3,2,9,NA,200,120
2089,"male",65,1953,"White","no","White",8,0,1,45.4,49,8,1,"fundamentalist","yes",NA,"no",5,6,1,NA,1,0,2,7,0,100
2090,"male",82,1936,"White","no","White",12,3,2,53.6,56,7,1,"fundamentalist","no","no","yes",7,2,2,81.63,1,3,0,5,0,120
2091,"female",29,1989,"White","no","White",13,1,4,39.7,31,2,2,"moderate","no","yes","yes",5,4,NA,89.62,1,0,10,NA,80,90
2092,"male",37,1981,"White","no","White",16,1,1,81,63,5,1,"liberal","no","yes","yes",1,3,2,68.49,3,3,0,2,200,120
2093,"male",39,1979,"White","no","White",17,4,1,36.4,52,0,6,"liberal","yes",NA,"yes",6,4,2,NA,1,0,12,1,210,120
2094,"female",40,1978,"White","no","White",14,2,1,73.9,53,7,1,"moderate","yes","yes","no",7,6,NA,77.44,5,0,11,NA,200,120
2095,"female",39,1979,"White","no","White",16,3,1,24.6,36,7,2,"moderate","no","yes","no",2,4,1,NA,1,3,0,0,90,120
2096,"female",63,1955,"White","no","White",12,2,1,12.6,25,0,1,"fundamentalist","yes","yes","yes",7,6,NA,78.6,1,1,8,NA,0,120
2097,"female",39,1979,"White","yes","Latinx",12,2,1,13.6,21,7,1,"fundamentalist","no",NA,"yes",7,5,2,NA,1,0,3,1,0,100
2098,"female",33,1985,"White","yes","Latinx",14,1,4,20.8,39,5,6,"liberal","no","yes","yes",5,3,NA,73.56,3,7,12,NA,160,110
2099,"female",57,1961,"White","no","White",13,4,3,65.3,60,4,1,"fundamentalist","yes",NA,"yes",6,5,1,NA,1,0,8,2,160,120
2100,"female",44,1974,"White","no","White",16,2,2,84.2,64,0,1,"none","yes","yes","yes",3,5,NA,79.74,1,3,8,NA,200,120
2101,"female",43,1975,"White","no","White",17,2,1,84.2,64,4,1,"fundamentalist","yes",NA,"yes",6,4,2,NA,1,1,4,4,140,120
2102,"male",48,1970,"White","no","White",15,3,1,76.3,60,7,1,"moderate","no","no","yes",5,6,NA,84.22,2,1,12,NA,240,120
2103,"male",27,1991,"White","no","White",12,0,4,34.1,35,0,6,"liberal","yes","yes","yes",4,4,NA,73.08,2,1,6,NA,190,120
2104,"female",59,1959,"White","no","White",12,6,2,38.8,47,0,6,"liberal","no","yes","no",2,3,NA,82.44,1,3,8,NA,0,120
2105,"male",46,1972,"other","no","Other",13,3,1,53.6,56,0,1,"none","yes",NA,"yes",3,4,2,NA,1,0,12,3,200,120
2106,"male",51,1967,"White","no","White",14,3,1,39.1,48,2,1,"moderate","no","no","yes",6,5,NA,65.72,1,3,0,2,190,110
2107,"male",63,1955,"White","no","White",16,2,1,89.3,75,0,6,"liberal","no","no","no",7,4,NA,89.85,3,1,8,NA,200,120
2108,"female",76,1942,"White","no","White",12,2,2,24.2,48,7,1,"fundamentalist","no",NA,"no",7,6,2,NA,1,0,0,4,0,120
2109,"female",56,1962,"White","no","White",16,2,1,67.7,39,5,1,"moderate","yes","no","yes",6,6,NA,80.89,3,5,11,NA,260,130
2110,"male",39,1979,"White","no","White",13,4,1,31.9,32,7,1,"moderate","yes",NA,"yes",6,6,1,NA,1,2,3,3,160,120
2111,"female",34,1984,"White","no","White",14,3,4,26.1,48,0,6,"liberal","yes","yes","yes",4,4,NA,70.24,3,3,10,NA,100,90
2112,"female",36,1982,"White","no","White",12,2,1,13.6,33,2,1,"fundamentalist","no",NA,"yes",4,4,2,NA,1,3,10,0,100,90
2113,"female",51,1967,"White","no","White",12,0,4,21.6,28,0,2,"moderate","no","yes","yes",4,4,2,NA,1,4,0,6,0,90
2114,"male",62,1956,"White","no","White",20,1,2,32,35,0,5,"none","yes","yes","no",4,2,NA,90.8,3,4,10,NA,0,110
2115,"female",75,1943,"AfricanAmerican","no","AfricanAmerican",14,1,2,26.1,48,8,1,"fundamentalist","no",NA,"no",2,4,2,NA,1,1,6,2,0,120
2116,"male",68,1950,"White","no","White",12,1,3,32,35,8,1,"fundamentalist","no","yes","yes",6,2,1,58.75,4,1,0,4,0,90
2117,"female",79,1939,"White","no","White",10,4,2,39.7,31,7,1,"fundamentalist","no","no","yes",4,4,2,NA,1,5,0,3,0,90
2118,"female",66,1952,"White","no","White",14,2,3,69.3,53,5,1,"moderate","no","no","no",6,6,3,75.44,2,0,0,3,0,100
2119,"female",20,1998,"White","no","White",10,1,1,49.13,45,5,1,"fundamentalist","yes","yes","yes",4,4,NA,80.7,1,1,12,NA,0,90
2120,"female",74,1944,"White","no","White",12,3,1,52,46,7,1,"fundamentalist","no","no","yes",5,5,1,NA,1,3,0,6,0,120
2121,"female",48,1970,"AfricanAmerican","no","AfricanAmerican",14,4,3,84.2,64,7,1,"fundamentalist","no","yes","yes",2,4,1,41.87,3,0,0,2,150,120
2122,"female",52,1966,"White","no","White",13,2,1,69.3,53,3,1,"liberal","no","yes","yes",6,4,NA,77.85,3,1,2,NA,0,110
2123,"male",87,1931,"White","no","White",14,4,2,46,49,6,1,"liberal","yes","no","yes",6,6,NA,70.01,3,8,2,NA,0,120
2124,"male",39,1979,"White","no","White",14,3,1,20.7,24,8,1,"fundamentalist","no","yes","no",4,5,NA,82.15,1,1,5,NA,150,120
2125,"female",35,1983,"AfricanAmerican","no","AfricanAmerican",14,3,1,43,38,8,1,"fundamentalist","no","yes","no",3,4,1,NA,1,5,0,1,0,120
2126,"female",30,1988,"White","no","White",14,0,4,19.6,31,5,1,"fundamentalist","yes","yes","no",6,5,NA,69.52,2,4,9,NA,0,110
2127,"female",20,1998,"White","no","White",13,0,4,21.8,35,7,1,"fundamentalist","yes","yes","yes",5,5,NA,90.21,2,0,12,NA,10,120
2128,"female",49,1969,"White","no","White",12,0,1,66.1,49,7,1,"fundamentalist","no","yes","yes",6,6,2,NA,1,9,0,5,180,120
2129,"female",36,1982,"White","yes","Latinx",17,3,1,21.1,31,7,2,"moderate","no","no","no",2,4,NA,91.93,3,6,6,NA,150,120
2130,"male",40,1978,"White","yes","Latinx",7,2,1,25.2,28,8,1,"fundamentalist","no","no","yes",2,6,1,NA,1,8,0,1,180,120
2131,"male",62,1956,"White","no","White",12,2,1,53.2,49,3,2,"moderate","yes",NA,"yes",2,2,2,NA,1,2,12,1,220,120
2132,"female",22,1996,"White","no","White",12,0,4,12.6,25,0,6,"liberal","no","yes","yes",7,6,2,70.76,1,3,0,4,90,110
2133,"female",38,1980,"White","no","White",20,2,1,80.9,61,5,1,"moderate","yes",NA,"no",1,2,2,NA,1,1,9,1,180,120
2134,"male",59,1959,"White","no","White",16,3,1,62.6,66,7,1,"fundamentalist","yes","yes","yes",5,7,NA,80.52,3,1,10,NA,200,120
2135,"female",25,1993,"White","no","White",15,0,1,58.6,55,2,6,"liberal","no","yes","yes",3,4,2,NA,1,2,0,1,130,120
2136,"female",55,1963,"White","no","White",12,2,1,41,39,2,1,"liberal","no",NA,"yes",2,2,4,NA,1,0,12,3,0,100
2137,"female",37,1981,"White","no","White",12,3,1,37.2,55,2,1,"fundamentalist","yes","no","yes",6,4,NA,68.17,1,5,4,NA,160,120
2138,"female",72,1946,"White","no","White",16,2,1,84.5,74,3,1,"fundamentalist","no","no","yes",7,7,2,90.37,3,0,0,5,80,120
2139,"female",58,1960,"White","no","White",9,5,1,23.8,25,7,1,"fundamentalist","no",NA,"yes",4,2,NA,NA,1,1,1,4,40,110
2140,"female",65,1953,"White","no","White",12,2,1,37.2,55,0,1,"moderate","no","no","yes",5,4,1,NA,1,0,0,1,130,110
2141,"female",46,1972,"White","no","White",12,0,1,43,38,0,1,"fundamentalist","no","yes","yes",3,5,NA,78.42,2,0,10,NA,80,120
2142,"female",50,1968,"White","no","White",12,3,1,24.2,48,0,6,"liberal","no","yes","yes",4,4,2,60.74,1,5,0,6,0,120
2143,"male",85,1933,"White","no","White",12,0,1,68,50,3,1,"fundamentalist","yes","no","yes",6,4,NA,77.99,1,4,11,NA,0,120
2144,"male",73,1945,"White","no","White",16,1,1,82.5,64,0,1,"fundamentalist","yes",NA,"yes",5,1,1,NA,1,0,12,2,0,80
2145,"male",89,1929,"White","no","White",12,2,2,65.1,59,7,1,"fundamentalist","yes","no","yes",4,6,NA,71.31,1,5,3,NA,230,120
2146,"male",69,1949,"White","no","White",14,0,2,33.2,37,0,1,"fundamentalist","yes","yes","yes",1,4,NA,68.31,1,4,0,NA,0,110
2147,"male",71,1947,"White","no","White",12,3,3,36.2,43,0,1,"fundamentalist","no","yes","yes",2,2,3,90.22,1,5,0,6,0,100
2148,"female",66,1952,"White","no","White",12,1,1,23.3,25,8,1,"fundamentalist","yes",NA,"yes",7,7,1,NA,1,1,6,7,0,120
2149,"male",19,1999,"White","no","White",11,0,4,37.87,39,8,1,"fundamentalist","no","no","no",7,7,1,NA,1,4,0,1,0,120
2150,"male",56,1962,"White","no","White",6,3,1,51.8,49,0,6,"liberal","no",NA,"yes",5,4,1,NA,1,0,6,4,0,110
2151,"male",46,1972,"White","no","White",8,5,3,32,35,2,6,"liberal","no","no","yes",4,4,2,50.8,1,0,0,3,160,120
2152,"female",49,1969,"White","no","White",14,5,1,37.2,55,6,1,"moderate","no","no","yes",6,6,2,73.09,1,0,0,4,0,120
2153,"female",34,1984,"White","no","White",14,7,4,13.6,21,0,1,"moderate","no","yes","no",4,1,NA,67.73,1,3,8,NA,150,120
2154,"female",31,1987,"White","no","White",14,1,1,20.7,24,2,2,"moderate","no","yes","yes",2,4,2,NA,1,4,0,3,0,120
2155,"female",32,1986,"AfricanAmerican","no","AfricanAmerican",12,0,4,20.7,24,2,1,"moderate","no","yes","yes",2,5,2,67.96,1,6,0,6,130,120
2156,"male",26,1992,"White","no","White",17,0,4,39.1,48,0,6,"liberal","no",NA,"yes",1,2,3,NA,1,0,10,2,130,120
2157,"male",53,1965,"White","no","White",12,8,3,25.2,28,2,1,"fundamentalist","no",NA,"no",1,4,1,NA,1,0,10,2,260,110
2158,"male",49,1969,"White","no","White",12,0,4,19.6,31,1,1,"fundamentalist","no","yes","no",4,4,NA,89.02,3,2,12,NA,50,100
2159,"female",20,1998,"AfricanAmerican","no","AfricanAmerican",13,0,4,19.6,31,0,6,"liberal","no",NA,"yes",4,4,2,NA,1,0,11,2,10,10
2160,"female",39,1979,"White","no","White",12,2,3,50.4,62,5,1,"fundamentalist","no","no","no",6,5,NA,67.64,3,7,10,NA,180,120
2161,"female",38,1980,"White","no","White",12,2,1,65.1,59,0,6,"liberal","no",NA,"yes",3,2,1,NA,1,0,8,1,190,120
2162,"male",33,1985,"White","no","White",19,0,4,91.1,69,3,2,"moderate","no","yes","yes",5,4,1,53.27,1,1,0,1,210,120
2163,"male",63,1955,"White","no","White",12,1,1,56.9,49,2,1,"liberal","no","no","yes",5,6,1,NA,1,1,0,2,90,120
2164,"male",82,1936,"White","no","White",9,7,1,32,35,0,1,"fundamentalist","yes",NA,"no",3,3,3,NA,1,1,3,3,0,110
2165,"female",47,1971,"White","no","White",12,3,4,17.1,32,3,1,"fundamentalist","yes","yes","yes",3,4,NA,70.89,2,8,9,NA,0,120
2166,"male",38,1980,"White","yes","Latinx",14,2,1,31.6,35,7,1,"moderate","yes",NA,"yes",6,6,1,NA,1,1,10,2,0,90
2167,"male",25,1993,"AfricanAmerican","no","AfricanAmerican",14,1,4,32.6,50,7,1,"fundamentalist","no",NA,"yes",2,4,1,NA,1,2,8,2,150,120
2168,"female",55,1963,"AfricanAmerican","no","AfricanAmerican",9,1,4,13.6,33,2,1,"moderate","no","no","yes",5,7,4,82.3,1,0,0,1,180,120
2169,"female",55,1963,"other","no","Other",10,3,1,23.8,25,6,2,"moderate","no","yes","yes",5,7,NA,90.51,1,6,4,NA,160,120
2170,"female",74,1944,"White","no","White",16,0,4,80.9,61,0,1,"liberal","no",NA,"no",5,6,2,NA,1,0,11,3,0,120
2171,"male",77,1941,"White","no","White",12,3,1,58.4,45,7,1,"liberal","yes",NA,"yes",7,5,2,NA,1,3,7,5,0,120
2172,"female",61,1957,"White","no","White",12,4,2,41,39,7,2,"moderate","yes",NA,"yes",1,4,1,NA,1,0,7,2,10,100
2173,"male",29,1989,"White","no","White",12,1,4,52.1,38,6,1,"moderate","yes","yes","yes",7,6,NA,90.05,2,0,11,NA,220,120
2174,"female",29,1989,"White","no","White",12,2,1,24.6,36,3,6,"liberal","yes",NA,"yes",4,4,2,NA,1,1,10,1,100,120
2175,"female",31,1987,"other","no","Other",12,3,4,38.8,47,7,5,"none","no","no","no",2,4,3,NA,1,0,0,0,180,120
2176,"female",37,1981,"White","no","White",12,2,3,24.2,48,5,1,"fundamentalist","no","yes","yes",1,4,NA,67.55,3,6,6,NA,120,100
2177,"male",74,1944,"White","no","White",12,4,3,39.9,46,5,1,"liberal","no","no","yes",7,4,2,80.11,1,7,0,5,0,90
2178,"female",80,1938,"White","no","White",14,4,2,20.1,48,7,1,"moderate","no",NA,"no",1,6,4,NA,1,2,4,4,100,110
2179,"female",78,1940,"White","no","White",12,6,2,61.4,55,7,1,"liberal","no","no","no",2,3,NA,71.32,2,5,6,NA,0,110
2180,"male",59,1959,"White","no","White",12,2,1,27.2,41,1,1,"moderate","yes","yes","no",6,4,NA,88.38,1,6,12,NA,0,120
2181,"female",39,1979,"White","no","White",12,3,1,14,21,5,1,"fundamentalist","no","yes","yes",2,3,2,NA,1,3,0,1,80,120
2182,"male",59,1959,"White","no","White",12,2,3,28.4,38,0,1,"fundamentalist","no","no","yes",7,4,2,NA,1,5,0,5,0,60
2183,"male",52,1966,"White","no","White",12,3,1,39.9,46,3,1,"liberal","no","no","yes",7,5,3,90.88,3,4,0,1,240,120
2184,"female",44,1974,"White","no","White",16,7,1,45.3,17,7,1,"moderate","yes",NA,"no",6,6,3,NA,1,3,10,1,0,120
2185,"female",36,1982,"White","no","White",12,1,4,53.2,49,0,1,"moderate","no","yes","no",4,3,2,NA,1,7,0,2,160,120
2186,"male",83,1935,"White","no","White",12,3,1,87.9,60,0,6,"liberal","yes",NA,"no",1,1,3,NA,1,1,7,4,0,110
2187,"female",47,1971,"White","no","White",12,0,3,39.7,31,4,1,"liberal","yes",NA,"yes",4,4,4,NA,1,0,11,1,180,120
2188,"male",65,1953,"White","no","White",12,3,1,39.9,46,1,1,"moderate","no","no","yes",3,5,2,NA,1,2,0,3,100,120
2189,"male",37,1981,"White","no","White",12,2,1,23.7,35,0,2,"moderate","yes",NA,"yes",4,5,1,NA,1,0,12,2,0,120
2190,"female",56,1962,"White","no","White",16,2,1,84.2,64,4,1,"liberal","no","no","no",3,2,4,NA,1,5,0,1,200,120
2191,"male",40,1978,"White","no","White",12,1,1,31,42,3,2,"moderate","yes",NA,"yes",7,6,2,NA,1,0,8,2,180,120
2192,"male",39,1979,"White","no","White",16,2,1,75.5,59,5,1,"moderate","no","yes","no",1,2,NA,66.77,4,4,7,NA,210,120
2193,"female",30,1988,"White","yes","Latinx",19,0,4,23.7,35,1,1,"moderate","no",NA,"no",4,4,2,NA,1,0,4,3,100,90
2194,"male",29,1989,"other","no","Other",15,0,4,51.9,46,7,4,"none","no","no","yes",4,4,NA,80.48,1,3,3,NA,0,50
2195,"female",24,1994,"other","no","Other",12,0,4,13.6,33,1,6,"liberal","no",NA,"yes",4,6,2,NA,1,2,12,2,20,100
2196,"female",59,1959,"White","no","White",12,3,3,24.2,48,2,1,"moderate","no","yes","yes",4,4,2,NA,1,4,0,8,0,90
2197,"male",44,1974,"White","no","White",14,3,1,62,45,1,1,"moderate","no","no","yes",4,5,4,NA,1,1,0,1,0,120
2198,"male",59,1959,"AfricanAmerican","no","AfricanAmerican",16,1,3,57.3,43,2,1,"moderate","no",NA,"yes",1,3,1,NA,1,0,11,2,170,120
2199,"male",39,1979,"White","no","White",18,0,4,77.2,55,0,6,"liberal","yes","yes","no",3,1,NA,69.79,1,2,9,NA,170,120
2200,"female",72,1946,"White","no","White",14,1,3,24.2,48,0,2,"moderate","no","no","yes",5,4,2,70.93,4,1,0,9,0,90
2201,"female",56,1962,"White","no","White",10,2,3,20.1,48,2,1,"fundamentalist","no",NA,"no",6,4,2,NA,1,1,0,9,40,110
2202,"female",36,1982,"White","no","White",14,3,3,20.9,35,1,2,"moderate","no","yes","yes",2,4,3,NA,1,0,0,2,0,120
2203,"male",82,1936,"White","no","White",12,3,1,20.9,35,0,1,"moderate","no","no","no",1,2,2,85.94,1,6,0,5,0,120
2204,"female",35,1983,"White","no","White",13,3,4,51.8,39,0,6,"liberal","no","yes","yes",4,4,NA,48.79,3,3,8,NA,0,100
2205,"male",37,1981,"White","no","White",15,2,1,46,49,1,1,"moderate","no","no","yes",5,4,1,NA,1,2,0,2,0,120
2206,"male",62,1956,"White","no","White",12,1,1,20.9,35,3,2,"moderate","yes",NA,"yes",4,4,2,NA,1,0,5,1,200,120
2207,"female",33,1985,"White","no","White",20,1,1,80.9,61,4,1,"moderate","yes","yes","no",6,5,NA,89.84,2,0,12,NA,180,120
2208,"male",25,1993,"White","no","White",12,0,4,24.2,48,0,1,"none","no","yes","yes",7,6,1,71.54,1,0,0,0,0,80
2209,"female",40,1978,"White","no","White",16,0,1,50,45,0,1,"moderate","yes",NA,"yes",4,4,1,NA,1,1,4,4,120,120
2210,"female",63,1955,"White","no","White",14,1,3,68.6,50,1,1,"moderate","yes","no","no",5,5,NA,67.17,1,2,8,NA,0,120
2211,"female",50,1968,"White","no","White",20,2,1,82.5,64,5,2,"moderate","yes","yes","no",2,4,NA,68.61,3,5,2,NA,200,120
2212,"male",71,1947,"White","no","White",14,0,1,26.8,35,0,1,"moderate","no","yes","yes",7,6,2,81.67,1,5,0,3,0,120
2213,"male",77,1941,"White","no","White",8,3,2,14.4,36,0,1,"fundamentalist","no",NA,"no",6,1,2,NA,1,1,7,5,0,10
2214,"male",33,1985,"White","no","White",12,0,4,19.7,27,1,1,"moderate","no","yes","yes",3,4,NA,41.16,2,3,4,NA,0,10
2215,"male",54,1964,"White","no","White",12,0,4,20,29,3,1,"moderate","no","no","yes",7,6,2,NA,1,4,0,3,0,120
2216,"male",41,1977,"White","no","White",12,4,1,46.6,33,0,1,"moderate","no","yes","yes",2,5,2,90.88,1,0,0,2,0,120
2217,"male",51,1967,"White","no","White",17,2,1,42.2,40,4,1,"fundamentalist","yes",NA,"yes",2,6,2,NA,1,2,7,3,210,120
2218,"female",42,1976,"White","no","White",12,0,4,19.6,31,0,6,"liberal","no","yes","yes",4,4,NA,69.8,2,3,4,NA,80,80
2219,"male",73,1945,"White","no","White",13,3,1,67.7,60,7,2,"moderate","yes",NA,"yes",4,5,2,NA,1,0,11,3,0,120
2220,"male",23,1995,"White","no","White",12,0,4,20.7,24,0,1,"liberal","no","yes","no",3,3,NA,71.45,1,1,0,2,0,10
2221,"male",57,1961,"White","no","White",12,0,4,39.2,45,0,1,"moderate","no",NA,"no",4,5,2,NA,1,0,5,11,0,20
2223,"male",58,1960,"other","yes","Latinx",2,6,1,25.1,44,2,2,"moderate","no","no","no",4,3,3,NA,1,4,0,0,0,110
2224,"male",59,1959,"White","no","White",13,0,3,28.7,44,2,1,"moderate","yes",NA,"yes",5,5,3,NA,1,1,8,3,180,120
2225,"female",27,1991,"White","no","White",18,0,1,43.8,44,2,1,"moderate","yes",NA,"no",6,5,1,NA,1,0,9,1,0,110
2226,"male",29,1989,"White","no","White",16,0,4,13.6,33,2,6,"liberal","yes","yes","yes",3,4,NA,72.87,2,4,12,NA,170,120
2227,"female",32,1986,"White","no","White",12,3,1,33.4,40,4,2,"moderate","yes",NA,"yes",5,5,3,NA,1,0,7,1,150,120
2228,"male",32,1986,"White","no","White",11,1,4,46,49,0,6,"liberal","yes","yes","yes",5,4,NA,71.4,1,0,8,NA,170,120
2229,"male",27,1991,"other","yes","Latinx",13,0,4,20.7,24,4,1,"moderate","no","no","no",2,3,2,79.26,1,5,0,3,150,120
